,DriverAhead,DistanceToDriverAhead,LapNumber,LapTime,Compound,TyreLife,Stint,TrackStatus
639,44,31.763055555554274,2.0,0 days 00:01:39.129000,MEDIUM,2.0,1,1
640,3,45.53972222222001,3.0,0 days 00:01:37.860000,MEDIUM,3.0,1,1
641,3,79.33972222223383,4.0,0 days 00:01:38.264000,MEDIUM,4.0,1,1
642,3,131.48388888890258,5.0,0 days 00:01:39.143000,MEDIUM,5.0,1,1
643,24,11.381944444459805,6.0,0 days 00:01:38.125000,MEDIUM,6.0,1,1
644,24,77.59611111108825,7.0,0 days 00:01:39.088000,MEDIUM,7.0,1,1
645,27,103.44805555554922,8.0,0 days 00:01:38.257000,MEDIUM,8.0,1,1
646,3,6.351944444439141,9.0,0 days 00:01:38.028000,MEDIUM,9.0,1,1
647,27,282.1911111110676,10.0,0 days 00:01:37.668000,MEDIUM,10.0,1,1
648,27,287.20749999992404,11.0,0 days 00:01:37.851000,MEDIUM,11.0,1,1
649,27,392.76361111094593,12.0,0 days 00:01:38.253000,MEDIUM,12.0,1,1
650,27,504.56333333313523,13.0,0 days 00:01:41.186000,MEDIUM,13.0,1,1
651,3,14.658055555453757,14.0,0 days 00:01:55.413000,HARD,1.0,2,1
652,18,412.2319444441091,15.0,0 days 00:01:37.345000,HARD,2.0,2,2
653,18,397.66138888876594,16.0,0 days 00:02:04.816000,HARD,3.0,2,264
654,18,293.2930555553321,17.0,0 days 00:02:08.940000,HARD,4.0,2,4
655,18,458.77083333324117,18.0,0 days 00:02:27.510000,HARD,5.0,2,4
656,18,264.5319444445777,19.0,,HARD,6.0,2,4
657,18,320.99083333366434,20.0,0 days 00:02:17.388000,HARD,7.0,2,4
658,4,151.28361111166305,21.0,0 days 00:01:38.940000,HARD,8.0,2,1
659,4,183.53000000033353,22.0,0 days 00:01:37.769000,HARD,9.0,2,1
660,18,224.61611111124512,23.0,0 days 00:01:36.664000,HARD,10.0,2,1
661,18,236.2527777783689,24.0,0 days 00:01:36.251000,HARD,11.0,2,1
662,18,253.85888888928457,25.0,0 days 00:01:36.938000,HARD,12.0,2,1
663,18,335.4536111114139,26.0,0 days 00:01:36.445000,HARD,13.0,2,1
664,18,357.6108333338343,27.0,0 days 00:01:36.411000,HARD,14.0,2,1
665,24,220.9838888901577,28.0,0 days 00:01:36.424000,HARD,15.0,2,1
666,18,437.1975000006787,29.0,0 days 00:01:36.059000,HARD,16.0,2,1
667,18,459.4544444451167,30.0,0 days 00:01:35.898000,HARD,17.0,2,1
668,18,479.7666666674195,31.0,0 days 00:01:35.700000,HARD,18.0,2,1
669,18,529.7283333343512,32.0,0 days 00:01:35.423000,HARD,19.0,2,1
670,18,537.7897222230677,33.0,0 days 00:01:35.568000,HARD,20.0,2,1
671,18,544.1755555566342,34.0,0 days 00:01:35.334000,HARD,21.0,2,1
672,18,581.7652777787007,35.0,0 days 00:01:35.121000,HARD,22.0,2,1
673,24,4.007222222688142,36.0,0 days 00:01:34.889000,HARD,23.0,2,1
674,24,22.999722222535638,37.0,0 days 00:01:35.310000,HARD,24.0,2,2
675,24,67.72833333309973,38.0,0 days 00:02:04.829000,HARD,25.0,2,26
676,18,525.7100000002538,39.0,0 days 00:02:07.305000,HARD,26.0,2,6
677,18,559.0994444444077,40.0,0 days 00:01:48.944000,HARD,27.0,2,67
678,24,14.40416666623787,41.0,0 days 00:01:34.493000,HARD,28.0,2,1
679,24,15.134444443916436,42.0,0 days 00:01:35.035000,HARD,29.0,2,1
680,24,89.74444444390247,43.0,0 days 00:01:35.371000,HARD,30.0,2,1
681,24,202.54138888881425,44.0,0 days 00:01:34.441000,HARD,31.0,2,1
682,24,240.30638888984686,45.0,0 days 00:01:34.788000,HARD,32.0,2,1
683,24,331.1969444458955,46.0,0 days 00:01:34.368000,HARD,33.0,2,1
684,27,9.608611113333609,47.0,0 days 00:01:34.606000,HARD,34.0,2,1
685,14,22.497777777781266,2.0,0 days 00:01:37.201000,MEDIUM,2.0,1,1
686,14,9.713888888882138,3.0,0 days 00:01:36.290000,MEDIUM,3.0,1,1
687,31,134.26194444446446,4.0,0 days 00:01:36.674000,MEDIUM,4.0,1,1
688,14,14.570555555535975,5.0,0 days 00:01:37.613000,MEDIUM,5.0,1,1
689,14,124.61583333336239,6.0,0 days 00:01:35.993000,MEDIUM,6.0,1,1
690,14,107.35527777785319,7.0,0 days 00:01:36.416000,MEDIUM,7.0,1,1
691,31,43.12277777781128,8.0,0 days 00:01:38,MEDIUM,8.0,1,1
692,31,8.25138888884976,9.0,0 days 00:01:37.190000,MEDIUM,9.0,1,1
693,14,9.093055555487808,10.0,0 days 00:01:37.055000,MEDIUM,10.0,1,1
694,14,73.07527777763607,11.0,0 days 00:01:36.416000,MEDIUM,11.0,1,1
695,20,20.354444444412366,12.0,0 days 00:01:36.453000,MEDIUM,12.0,1,1
696,14,75.1180555553874,13.0,0 days 00:01:35.967000,MEDIUM,13.0,1,1
697,14,38.13250000006519,14.0,0 days 00:01:36.398000,MEDIUM,14.0,1,1
698,14,43.77416666671343,15.0,0 days 00:01:36.774000,MEDIUM,15.0,1,1
699,20,4.588888889338705,16.0,0 days 00:02:00.798000,MEDIUM,16.0,1,264
700,63,397.2491666672431,17.0,,HARD,1.0,2,4
701,14,33.61527777793526,18.0,,HARD,2.0,2,4
702,14,6.701944444779656,19.0,,HARD,3.0,2,4
703,14,88.27555555598519,20.0,,HARD,4.0,2,4
704,27,27.130277777978336,21.0,0 days 00:01:38.084000,HARD,5.0,2,1
705,27,0.9944444446009584,22.0,0 days 00:01:37.061000,HARD,6.0,2,1
706,27,8.252777777961455,23.0,0 days 00:01:35.816000,HARD,7.0,2,1
707,11,340.55166666687,24.0,0 days 00:01:35.292000,HARD,8.0,2,1
708,11,367.87805555560044,25.0,0 days 00:01:34.639000,HARD,9.0,2,1
709,11,380.1536111111054,26.0,0 days 00:01:34.735000,HARD,10.0,2,1
710,20,335.796944444417,27.0,0 days 00:01:35.516000,HARD,11.0,2,1
711,20,403.32444444447174,28.0,0 days 00:01:35.096000,HARD,12.0,2,1
712,20,441.14749999999185,29.0,0 days 00:01:34.498000,HARD,13.0,2,1
713,20,405.78694444466964,30.0,0 days 00:01:34.499000,HARD,14.0,2,1
714,20,419.82083333315677,31.0,0 days 00:01:33.979000,HARD,15.0,2,1
715,20,387.7200000004377,32.0,0 days 00:01:35.173000,HARD,16.0,2,1
716,20,458.49694444501074,33.0,0 days 00:01:35.069000,HARD,17.0,2,1
717,14,14.20611111211474,34.0,0 days 00:01:34.060000,HARD,18.0,2,1
718,20,489.79277777910465,35.0,0 days 00:01:37.908000,HARD,19.0,2,1
719,31,34.446388890064554,36.0,0 days 00:02:15.831000,MEDIUM,1.0,3,1
720,63,107.0841666666629,2.0,0 days 00:01:37.232000,MEDIUM,2.0,1,1
721,63,184.17611111112092,3.0,0 days 00:01:36.574000,MEDIUM,3.0,1,1
722,77,30.477777777752635,4.0,0 days 00:01:36.113000,MEDIUM,4.0,1,1
723,31,61.72805555559535,5.0,0 days 00:01:36.191000,MEDIUM,5.0,1,1
724,31,77.79000000000087,6.0,0 days 00:01:36.083000,MEDIUM,6.0,1,1
725,31,86.91194444440771,7.0,0 days 00:01:37.759000,MEDIUM,7.0,1,1
726,77,7.49972222217184,8.0,0 days 00:01:38.308000,MEDIUM,8.0,1,1
727,77,33.25138888899528,9.0,0 days 00:01:36.617000,MEDIUM,9.0,1,1
728,31,30.66333333329385,10.0,0 days 00:01:36.341000,MEDIUM,10.0,1,1
729,31,22.336388888856163,11.0,0 days 00:01:36.502000,MEDIUM,11.0,1,1
730,31,25.03583333331335,12.0,0 days 00:01:36.315000,MEDIUM,12.0,1,1
731,31,2.757222222368,13.0,0 days 00:01:36.431000,MEDIUM,13.0,1,1
732,63,643.9791666667297,14.0,0 days 00:01:36.486000,MEDIUM,14.0,1,1
733,63,662.0222222223674,15.0,0 days 00:01:36.792000,MEDIUM,15.0,1,1
734,11,638.4597222222656,16.0,0 days 00:01:58.830000,MEDIUM,16.0,1,264
735,77,7.074722221877892,17.0,,HARD,1.0,2,4
736,27,125.23055555547762,18.0,,HARD,2.0,2,4
737,27,121.83333333315386,19.0,0 days 00:02:29.932000,HARD,3.0,2,4
738,27,35.9527777776093,20.0,,HARD,4.0,2,4
739,31,38.74861111078644,21.0,0 days 00:01:37.877000,HARD,5.0,2,1
740,31,14.575555555260507,22.0,0 days 00:01:36.705000,HARD,6.0,2,1
741,77,33.02888888842426,23.0,0 days 00:01:35.666000,HARD,7.0,2,1
742,77,22.359166666370584,24.0,,HARD,8.0,2,1
743,77,66.07777777782758,25.0,0 days 00:01:35.361000,HARD,9.0,2,1
744,77,131.58055555570172,26.0,0 days 00:01:34.831000,HARD,10.0,2,1
745,77,151.58916666684672,27.0,0 days 00:01:34.594000,HARD,11.0,2,1
746,77,93.16138888895512,28.0,0 days 00:01:34.943000,HARD,12.0,2,1
747,77,85.49027777771698,29.0,0 days 00:01:35.385000,HARD,13.0,2,1
748,77,168.99749999973574,30.0,0 days 00:01:34.404000,HARD,14.0,2,1
749,77,158.6383333329868,31.0,0 days 00:01:34.202000,HARD,15.0,2,1
750,77,188.3844444435963,32.0,0 days 00:01:33.953000,HARD,16.0,2,1
751,77,94.44361111035687,33.0,0 days 00:01:33.831000,HARD,17.0,2,1
752,77,13.116111110110069,34.0,0 days 00:01:34.671000,HARD,18.0,2,1
753,77,69.61111110987258,35.0,0 days 00:01:34.509000,HARD,19.0,2,1
754,18,31.314444444439687,2.0,0 days 00:01:38.749000,MEDIUM,2.0,1,1
755,44,24.760277777779265,3.0,0 days 00:01:37.376000,MEDIUM,3.0,1,1
756,44,35.37472222222277,4.0,0 days 00:01:37.675000,MEDIUM,4.0,1,1
757,44,45.186388888931106,5.0,0 days 00:01:38.130000,MEDIUM,5.0,1,1
758,4,76.12027777787807,6.0,0 days 00:01:37.311000,MEDIUM,6.0,1,1
759,44,96.46305555558502,7.0,0 days 00:01:37.139000,MEDIUM,7.0,1,1
760,18,99.56777777765092,8.0,0 days 00:01:40.276000,MEDIUM,8.0,1,1
761,24,176.4630555554977,9.0,0 days 00:01:54.148000,HARD,1.0,2,1
762,6,534.1930555555446,10.0,0 days 00:01:36.037000,HARD,2.0,2,1
763,6,458.1952777778133,11.0,0 days 00:01:36.035000,HARD,3.0,2,1
764,6,378.92861111120146,12.0,0 days 00:01:35.716000,HARD,4.0,2,1
765,6,245.69472222214972,13.0,0 days 00:01:35.955000,HARD,5.0,2,1
766,6,57.636666666541714,14.0,0 days 00:01:35.681000,HARD,6.0,2,1
767,27,578.7694444443914,15.0,0 days 00:01:35.907000,HARD,7.0,2,2
768,4,580.2875000000204,16.0,0 days 00:02:02.470000,HARD,8.0,2,264
769,4,53.66694444438326,17.0,0 days 00:02:10.632000,HARD,9.0,2,4
770,31,121.99944444453286,18.0,,HARD,10.0,2,4
771,31,117.13805555566796,19.0,,HARD,11.0,2,4
772,31,320.6619444445969,20.0,0 days 00:02:27.176000,HARD,12.0,2,4
773,14,80.39333333379182,21.0,0 days 00:01:38.412000,HARD,13.0,2,1
774,14,125.47527777824143,22.0,0 days 00:01:37.130000,HARD,14.0,2,1
775,31,151.98222222243203,23.0,0 days 00:01:35.817000,HARD,15.0,2,1
776,27,164.8822222224553,24.0,0 days 00:01:36.211000,HARD,16.0,2,1
777,10,9.851944445079425,25.0,0 days 00:01:36.439000,HARD,17.0,2,1
778,10,23.375833333906485,26.0,0 days 00:01:35.511000,HARD,18.0,2,1
779,27,32.21055555503699,27.0,0 days 00:01:35.255000,HARD,19.0,2,1
780,31,323.41388888820074,28.0,0 days 00:01:35.135000,HARD,20.0,2,1
781,31,320.6419444436615,29.0,0 days 00:01:34.982000,HARD,21.0,2,1
782,31,346.0097222212353,30.0,0 days 00:01:35.042000,HARD,22.0,2,1
783,31,367.1241666659189,31.0,0 days 00:01:35.044000,HARD,23.0,2,1
784,31,414.07388888832065,32.0,0 days 00:01:34.793000,HARD,24.0,2,1
785,31,467.8877777772432,33.0,0 days 00:01:34.701000,HARD,25.0,2,1
786,14,501.5683333330089,34.0,0 days 00:01:34.487000,HARD,26.0,2,1
787,14,503.84027777734445,35.0,0 days 00:01:34.618000,HARD,27.0,2,1
788,77,279.77611110926955,36.0,,HARD,28.0,2,26
789,27,33.80527777777934,2.0,0 days 00:01:40.289000,MEDIUM,2.0,1,1
790,24,110.67388888888854,3.0,0 days 00:01:38.121000,MEDIUM,3.0,1,1
791,27,161.2955555555527,4.0,0 days 00:01:38.161000,MEDIUM,4.0,1,1
792,27,139.67111111112536,5.0,0 days 00:01:38.662000,MEDIUM,5.0,1,1
793,27,170.32611111106598,6.0,0 days 00:01:38.507000,MEDIUM,6.0,1,1
794,27,230.25305555555678,7.0,0 days 00:01:38.018000,MEDIUM,7.0,1,1
795,23,197.58416666663106,8.0,0 days 00:01:38.093000,MEDIUM,8.0,1,1
796,3,122.86083333330316,9.0,0 days 00:01:37.530000,MEDIUM,9.0,1,1
797,23,160.26166666667268,10.0,0 days 00:01:37.558000,MEDIUM,10.0,1,1
798,23,162.35416666665697,11.0,0 days 00:01:37.736000,MEDIUM,11.0,1,1
799,23,157.26666666663368,12.0,0 days 00:01:38.597000,MEDIUM,12.0,1,1
800,23,202.47361111122882,13.0,0 days 00:01:38.208000,MEDIUM,13.0,1,1
801,23,64.72638888913207,14.0,0 days 00:01:38.409000,MEDIUM,14.0,1,1
