LapStartTime,LapNumber,LapTime,DriverNumber,Compound,TyreLife,TrackStatus,Stint,DistanceToDriverAhead,DriverAhead,PitStatus,IsAccurate,Track,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed
3734.632,1.0,,3,MEDIUM,1.0,26,1,,,OutLap,False,Monza,28.8,35.4,994.6,False,44.9,261,0.3
3734.632,1.0,,16,MEDIUM,1.0,267,1,,,OutLap,False,Monza,28.8,35.4,994.6,False,44.9,261,0.3
3734.632,1.0,,11,MEDIUM,1.0,267,1,,,OutLap,False,Monza,28.8,35.4,994.6,False,44.9,261,0.3
3734.632,1.0,,55,MEDIUM,1.0,267,1,,,OutLap,False,Monza,28.8,35.4,994.6,False,44.9,261,0.3
3734.632,1.0,,18,MEDIUM,3.0,267,1,,,OutLap,False,Monza,28.8,35.4,994.6,False,44.9,261,0.3
3734.632,1.0,,14,MEDIUM,1.0,267,1,,,OutLap,False,Monza,28.8,35.4,994.6,False,44.9,261,0.3
3734.632,1.0,,63,MEDIUM,1.0,267,1,,,OutLap,False,Monza,28.8,35.4,994.6,False,44.9,261,0.3
3734.632,1.0,,31,MEDIUM,1.0,267,1,,,OutLap,False,Monza,28.8,35.4,994.6,False,44.9,261,0.3
3734.632,1.0,,77,HARD,1.0,267,1,,,OutLap,False,Monza,28.8,35.4,994.6,False,44.9,261,0.3
3734.632,1.0,,6,MEDIUM,1.0,267,1,,,OutLap,False,Monza,28.8,35.4,994.6,False,44.9,261,0.3
3734.632,1.0,,99,MEDIUM,1.0,267,1,,,OutLap,False,Monza,28.8,35.4,994.6,False,44.9,261,0.3
3734.632,1.0,,88,HARD,1.0,267,1,,,OutLap,False,Monza,28.8,35.4,994.6,False,44.9,261,0.3
3734.632,1.0,,47,MEDIUM,1.0,267,1,,,OutLap,False,Monza,28.8,35.4,994.6,False,44.9,261,0.3
3734.632,1.0,,9,MEDIUM,1.0,267,1,,,OutLap,False,Monza,28.8,35.4,994.6,False,44.9,261,0.3
3734.632,1.0,,44,HARD,1.0,26,1,,,OutLap,False,Monza,28.8,35.4,994.6,False,44.9,261,0.3
3734.632,1.0,,33,MEDIUM,1.0,26,1,,,OutLap,False,Monza,28.8,35.4,994.6,False,44.9,261,0.3
3734.632,1.0,,10,HARD,1.0,267,1,,,OutLap,False,Monza,28.8,35.4,994.6,False,44.9,261,0.3
3734.632,1.0,,5,MEDIUM,3.0,267,1,,,OutLap,False,Monza,28.8,35.4,994.6,False,44.9,261,0.3
3734.632,1.0,,4,MEDIUM,1.0,26,1,,,OutLap,False,Monza,28.8,35.4,994.6,False,44.9,261,0.3
3734.632,0.0,,22,MEDIUM,1.0,26,1,,,NoPit,False,Monza,28.8,35.4,994.6,False,44.9,261,0.3
3832.443,2.0,90.745,3,MEDIUM,2.0,67,1,,,NoPit,False,Monza,28.8,35.4,994.5,False,44.9,333,0.2
3834.324,2.0,90.125,33,MEDIUM,2.0,67,1,119.99194444444583,3,NoPit,False,Monza,28.8,35.4,994.5,False,44.9,333,0.2
3836.472,2.0,90.131,4,MEDIUM,2.0,67,1,128.0113888888891,33,NoPit,False,Monza,28.8,35.4,994.5,False,44.9,333,0.2
3840.268,2.0,87.866,44,HARD,2.0,67,1,207.76805555555893,4,NoPit,False,Monza,28.8,35.4,994.5,False,44.9,333,0.2
3842.945,2.0,87.99,16,MEDIUM,2.0,7,1,186.6311111111163,44,NoPit,False,Monza,28.8,35.4,994.5,False,44.9,333,0.2
3844.251,2.0,87.898,55,MEDIUM,2.0,7,1,66.16305555555846,16,NoPit,False,Monza,28.8,35.4,994.5,False,44.9,333,0.2
3845.157,2.0,87.606,11,MEDIUM,2.0,7,1,34.79472222221648,55,NoPit,False,Monza,28.8,35.4,994.5,False,44.9,333,0.2
3846.262,2.0,87.987,18,MEDIUM,4.0,7,1,82.3197222222243,11,NoPit,False,Monza,28.8,35.4,994.5,False,44.9,333,0.2
3848.264,2.0,87.173,14,MEDIUM,2.0,7,1,141.71472222221564,18,NoPit,False,Monza,29.0,34.6,994.5,False,44.9,0,0.1
3849.832,2.0,87.158,31,MEDIUM,2.0,7,1,122.85444444445056,14,NoPit,False,Monza,29.0,34.6,994.5,False,44.9,0,0.1
3850.981,2.0,87.106,6,MEDIUM,2.0,1,1,103.97944444443965,31,NoPit,True,Monza,29.0,34.6,994.5,False,44.9,0,0.1
3852.883,2.0,87.568,5,MEDIUM,4.0,1,1,157.58388888889203,6,NoPit,True,Monza,29.0,34.6,994.5,False,44.9,0,0.1
3852.926,2.0,89.102,63,MEDIUM,2.0,1,1,14.388055555554274,5,NoPit,True,Monza,29.0,34.6,994.5,False,44.9,0,0.1
3854.98,2.0,88.892,88,HARD,2.0,1,1,106.78388888889185,63,NoPit,True,Monza,29.0,34.6,994.5,False,44.9,0,0.1
3855.761,2.0,89.313,47,MEDIUM,2.0,1,1,77.77083333333121,88,NoPit,True,Monza,29.0,34.6,994.5,False,44.9,0,0.1
3855.878,2.0,88.071,77,HARD,2.0,1,1,1.406666666665842,47,NoPit,True,Monza,29.0,34.6,994.5,False,44.9,0,0.1
3855.955,2.0,89.945,9,MEDIUM,2.0,1,1,37.475833333336595,77,NoPit,True,Monza,29.0,34.6,994.5,False,44.9,0,0.1
3856.986,2.0,89.005,10,HARD,2.0,1,1,218.71166666666068,9,NoPit,True,Monza,29.0,34.6,994.5,False,44.9,0,0.1
3863.978,2.0,120.859,99,HARD,1.0,1,2,612.021666666662,10,OutLap,False,Monza,29.0,34.6,994.5,False,44.9,0,0.1
3923.188,3.0,86.326,3,MEDIUM,3.0,1,1,,,NoPit,True,Monza,29.2,34.1,994.5,False,44.8,221,0.2
3924.449,3.0,85.808,33,MEDIUM,3.0,1,1,116.1997222222144,3,NoPit,True,Monza,29.2,34.1,994.5,False,44.8,221,0.2
3926.603,3.0,86.073,4,MEDIUM,3.0,1,1,180.98416666667254,33,NoPit,True,Monza,29.2,34.1,994.5,False,44.8,221,0.2
3928.134,3.0,85.87,44,HARD,3.0,1,1,126.37805555557134,4,NoPit,True,Monza,29.2,34.1,994.5,False,44.8,221,0.2
3930.935,3.0,86.073,16,MEDIUM,3.0,1,1,245.08888888889123,44,NoPit,True,Monza,29.2,34.1,994.5,False,44.8,221,0.2
3932.149,3.0,86.611,55,MEDIUM,3.0,1,1,89.86500000000706,16,NoPit,True,Monza,29.2,34.1,994.5,False,44.8,221,0.2
3932.763,3.0,86.741,11,MEDIUM,3.0,1,1,24.607777777764568,55,NoPit,True,Monza,29.2,34.1,994.5,False,44.8,221,0.2
3934.249,3.0,86.738,18,MEDIUM,5.0,1,1,132.13472222221571,11,NoPit,True,Monza,29.2,34.1,994.5,False,44.8,221,0.2
3935.437,3.0,87.688,14,MEDIUM,3.0,1,1,102.15500000000611,18,NoPit,True,Monza,29.2,34.1,994.5,False,44.8,221,0.2
3936.99,3.0,87.577,31,MEDIUM,3.0,1,1,123.78166666667676,14,NoPit,True,Monza,29.2,34.1,994.5,False,44.8,221,0.2
3938.087,3.0,87.11,6,MEDIUM,3.0,1,1,107.52888888887719,31,NoPit,True,Monza,29.2,34.1,994.5,False,44.8,221,0.2
3940.451,3.0,87.408,5,MEDIUM,5.0,1,1,181.15583333331233,6,NoPit,True,Monza,29.2,34.1,994.5,False,44.8,221,0.2
3942.028,3.0,87.675,63,MEDIUM,3.0,1,1,159.53583333334245,5,NoPit,True,Monza,29.2,34.1,994.5,False,44.8,221,0.2
3943.872,3.0,88.736,88,HARD,3.0,1,1,85.79611111111262,63,NoPit,True,Monza,29.2,34.1,994.5,False,44.8,221,0.2
3943.949,3.0,86.545,77,HARD,3.0,1,1,18.35666666666293,88,NoPit,True,Monza,29.2,34.1,994.5,False,44.8,221,0.2
3945.074,3.0,88.636,47,MEDIUM,3.0,1,1,84.4936111111183,77,NoPit,True,Monza,29.2,34.1,994.5,False,44.8,221,0.2
3945.9,3.0,88.699,9,MEDIUM,3.0,1,1,119.4180555555613,47,NoPit,True,Monza,29.2,34.1,994.5,False,44.8,221,0.2
3945.991,3.0,109.173,10,HARD,3.0,1,1,148.80749999999352,9,InLap,False,Monza,29.2,34.1,994.5,False,44.8,221,0.2
3984.837,3.0,87.123,99,HARD,2.0,1,2,2186.3605555555278,10,NoPit,True,Monza,29.2,33.8,994.4,False,45.0,160,0.3
4009.514,4.0,86.313,3,MEDIUM,4.0,1,1,,,NoPit,True,Monza,29.2,33.8,994.4,False,45.0,160,0.3
4010.257,4.0,86.395,33,MEDIUM,4.0,1,1,83.13722222223441,3,NoPit,True,Monza,29.2,33.8,994.4,False,45.0,160,0.3
4012.676,4.0,86.728,4,MEDIUM,4.0,1,1,198.75499999998283,33,NoPit,True,Monza,29.2,33.8,994.4,False,45.0,160,0.3
4014.004,4.0,86.252,44,HARD,4.0,1,1,95.2972222222379,4,NoPit,True,Monza,29.2,33.8,994.4,False,45.0,160,0.3
4017.008,4.0,86.58,16,MEDIUM,4.0,1,1,270.97000000003027,44,NoPit,True,Monza,29.2,33.8,994.4,False,45.0,160,0.3
4018.76,4.0,87.168,55,MEDIUM,4.0,1,1,142.48166666665202,16,NoPit,True,Monza,29.2,33.8,994.4,False,45.0,160,0.3
