LapStartTime,LapNumber,LapTime,Compound,TyreLife,TrackStatus,Stint,DistanceToDriverAhead,DriverAhead,Track,Time,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed
0 days 00:34:46.665000,2,0 days 00:01:37.469000,INTERMEDIATE,2.0,1,1,63.13277777777603,7,Budapest,0 days 00:34:06.577000,21.5,74.8,986.2,False,29.9,84,1.0
0 days 00:34:47.452000,2,0 days 00:01:38.389000,INTERMEDIATE,2.0,1,1,10.646666666667443,10,Budapest,0 days 00:34:06.577000,21.5,74.8,986.2,False,29.9,84,1.0
0 days 00:34:47.945000,2,0 days 00:01:38.734000,INTERMEDIATE,2.0,1,1,53.24055555555333,4,Budapest,0 days 00:34:06.577000,21.5,74.8,986.2,False,29.9,84,1.0
0 days 00:34:48.764000,2,0 days 00:01:59.691000,SOFT,1.0,1,2,27.58111111110884,99,Budapest,0 days 00:34:06.577000,21.5,74.8,986.2,False,29.9,84,1.0
0 days 00:34:49.155000,2,0 days 00:01:39.055000,INTERMEDIATE,2.0,1,1,47.098333333336086,63,Budapest,0 days 00:34:06.577000,21.5,74.8,986.2,False,29.9,84,1.0
0 days 00:34:55.310000,2,0 days 00:01:38.036000,MEDIUM,2.0,1,1,476.545000000001,26,Budapest,0 days 00:34:06.577000,21.5,74.8,986.2,False,29.9,84,1.0
0 days 00:34:56.744000,2,0 days 00:01:39.906000,MEDIUM,2.0,1,1,20.404722222224336,20,Budapest,0 days 00:34:06.577000,21.5,74.8,986.2,False,29.9,84,1.0
0 days 00:36:04.843000,3,0 days 00:01:34.916000,INTERMEDIATE,3.0,1,1,,,Budapest,0 days 00:35:05.648000,21.6,76.2,986.3,False,28.8,152,0.9
0 days 00:36:10.179000,3,0 days 00:01:38.277000,INTERMEDIATE,3.0,1,1,353.66305555556755,44,Budapest,0 days 00:36:05.642000,21.6,75.3,986.2,False,28.6,92,1.1
0 days 00:36:10.506000,3,0 days 00:01:34.529000,INTERMEDIATE,3.0,1,1,8.793611111104838,18,Budapest,0 days 00:36:05.642000,21.6,75.3,986.2,False,28.6,92,1.1
0 days 00:36:13.201000,3,0 days 00:01:39.675000,INTERMEDIATE,3.0,1,1,221.4730555555616,33,Budapest,0 days 00:36:05.642000,21.6,75.3,986.2,False,28.6,92,1.1
0 days 00:36:16.882000,3,0 days 00:01:38.609000,INTERMEDIATE,3.0,1,1,314.14055555554114,5,Budapest,0 days 00:36:05.642000,21.6,75.3,986.2,False,28.6,92,1.1
0 days 00:36:17.663000,3,0 days 00:01:53.361000,SOFT,4.0,1,2,54.60888888889531,11,Budapest,0 days 00:36:05.642000,21.6,75.3,986.2,False,28.6,92,1.1
0 days 00:36:18.260000,3,0 days 00:01:39.140000,INTERMEDIATE,3.0,1,1,60.672500000015134,11,Budapest,0 days 00:36:05.642000,21.6,75.3,986.2,False,28.6,92,1.1
0 days 00:36:18.870000,3,0 days 00:01:54.775000,MEDIUM,1.0,1,2,15.569444444437977,23,Budapest,0 days 00:36:05.642000,21.6,75.3,986.2,False,28.6,92,1.1
0 days 00:36:19.899000,3,0 days 00:01:35.918000,INTERMEDIATE,3.0,1,1,31.102222222209093,55,Budapest,0 days 00:36:05.642000,21.6,75.3,986.2,False,28.6,92,1.1
0 days 00:36:20.844000,3,0 days 00:01:41.883000,INTERMEDIATE,3.0,1,1,40.1780555555506,3,Budapest,0 days 00:36:05.642000,21.6,75.3,986.2,False,28.6,92,1.1
0 days 00:36:21.432000,3,0 days 00:01:38.884000,INTERMEDIATE,3.0,1,1,77.47944444445238,6,Budapest,0 days 00:36:05.642000,21.6,75.3,986.2,False,28.6,92,1.1
0 days 00:36:22.409000,3,0 days 00:01:41.283000,INTERMEDIATE,3.0,1,1,107.63444444443849,23,Budapest,0 days 00:36:05.642000,21.6,75.3,986.2,False,28.6,92,1.1
0 days 00:36:24.134000,3,0 days 00:01:38.237000,INTERMEDIATE,3.0,1,1,6.163055555558458,7,Budapest,0 days 00:36:05.642000,21.6,75.3,986.2,False,28.6,92,1.1
0 days 00:36:25.841000,3,0 days 00:01:40.357000,INTERMEDIATE,3.0,1,1,8.617222222217606,4,Budapest,0 days 00:36:05.642000,21.6,75.3,986.2,False,28.6,92,1.1
0 days 00:36:26.679000,3,0 days 00:01:37.727000,INTERMEDIATE,3.0,1,1,139.18722222222277,7,Budapest,0 days 00:36:05.642000,21.6,75.3,986.2,False,28.6,92,1.1
