LapStartTime,LapNumber,LapTime,DriverNumber,Team,Compound,TyreLife,TrackStatus,Stint,DistanceToDriverAhead,DriverAhead,PitStatus,IsAccurate,NumberOfPitStops,Position,GapToLeader,IntervalToPositionAhead,LapsToLeader,Track,TotalLaps,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed
2000.098,1,,16,Ferrari,SOFT,4.0,2,1,,,OutLap,False,0,1,0.0,0.0,0,Monza,53,20.3,54.0,989.4,False,33.7,198,0.7
2000.098,1,,26,Toro Rosso,MEDIUM,1.0,2,1,,,OutLap,False,0,12,7.286,0.484,0,Monza,53,20.3,54.0,989.4,False,33.7,198,0.7
2000.098,1,,20,Haas F1 Team,SOFT,1.0,2,1,,,OutLap,False,0,11,6.802,0.636,0,Monza,53,20.3,54.0,989.4,False,33.7,198,0.7
2000.098,1,,44,Mercedes,SOFT,4.0,2,1,,,OutLap,False,0,2,0.735,0.735,0,Monza,53,20.3,54.0,989.4,False,33.7,198,0.7
2000.098,1,,88,Williams,MEDIUM,1.0,2,1,,,OutLap,False,0,13,8.075,0.789,0,Monza,53,20.3,54.0,989.4,False,33.7,198,0.7
2000.098,1,,8,Haas F1 Team,SOFT,1.0,2,1,,,OutLap,False,0,16,9.193,0.443,0,Monza,53,20.3,54.0,989.4,False,33.7,198,0.7
2000.098,1,,3,Renault,SOFT,4.0,2,1,,,OutLap,False,0,6,3.886,0.916,0,Monza,53,20.3,54.0,989.4,False,33.7,198,0.7
2000.098,1,,7,Alfa Romeo Racing,MEDIUM,1.0,2,1,,,OutLap,False,1,20,10.847,0.389,0,Monza,53,20.3,54.0,989.4,False,33.7,198,0.7
2000.098,1,,77,Mercedes,SOFT,4.0,2,1,,,OutLap,False,0,3,1.441,0.706,0,Monza,53,20.3,54.0,989.4,False,33.7,198,0.7
2000.098,1,,63,Williams,MEDIUM,1.0,2,1,,,OutLap,False,0,15,8.75,0.449,0,Monza,53,20.3,54.0,989.4,False,33.7,198,0.7
2000.098,1,,5,Ferrari,SOFT,5.0,2,1,,,OutLap,False,0,5,2.97,0.302,0,Monza,53,20.3,54.0,989.4,False,33.7,198,0.7
2000.098,1,,18,Racing Point,SOFT,4.0,2,1,,,OutLap,False,0,7,4.83,0.944,0,Monza,53,20.3,54.0,989.4,False,33.7,198,0.7
2000.098,1,,23,Red Bull Racing,SOFT,4.0,2,1,,,OutLap,False,0,9,5.801,0.581,0,Monza,53,20.3,54.0,989.4,False,33.7,198,0.7
2000.098,1,,10,Toro Rosso,MEDIUM,1.0,2,1,,,OutLap,False,0,14,8.301,0.226,0,Monza,53,20.3,54.0,989.4,False,33.7,198,0.7
2000.098,1,,4,McLaren,MEDIUM,1.0,2,1,,,OutLap,False,0,18,9.991,0.324,0,Monza,53,20.3,54.0,989.4,False,33.7,198,0.7
2000.098,1,,11,Racing Point,MEDIUM,1.0,2,1,,,OutLap,False,0,17,9.667,0.474,0,Monza,53,20.3,54.0,989.4,False,33.7,198,0.7
2000.098,1,,99,Alfa Romeo Racing,SOFT,1.0,2,1,,,OutLap,False,0,10,6.166,0.365,0,Monza,53,20.3,54.0,989.4,False,33.7,198,0.7
